ID,smiles,toxic,FormalCharge,TPSA,MolWt,HeavyAtoms,NHOH,HAcceptors,HDonors,Heteroatoms,AromaticRings,SaturatedRings,AromaticOH,AromaticN,LogP
25240338,CCC(=O)O[C@@]1([C@H](CC2C1(CC([C@]3(C2C[C@@H](C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)CCl,0,0,80.67,484.967,33,1,5,1,8,0,3,1,0,4.0511
25240339,c1ccc(cc1)C2=NCc3nncn3-c4c2cc(cc4)Cl,0,0,43.07,294.745,21,0,4,0,5,3,0,0,3,3.2717
25240340,C(CN(CC(=O)[O-])CC(=O)[O-])[NH+](CC(=O)[O-])CC(=O)[O-],0,-3,168.2,289.22,20,1,9,1,10,0,0,0,0,-8.8271
25240341,Cn1c(nc(=O)c(=O)[nH]1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/c4csc(n4)N)SC2)C(=O)[O-],0,-1,217.79,553.584,36,4,15,3,18,2,1,0,4,-2.946
25240342,Cc1c2c(c(c(c1OC)C/C=C(\C)/CCC(=O)[O-])[O-])C(=O)OC2,0,-2,98.72,318.325,23,0,6,0,6,1,0,0,0,0.76652
25240343,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3[O-])C(=O)c5cccc(c5C4=O)OC)[O-])(C(=O)CO)O)[NH3+])O,0,-1,213.35,542.517,39,6,11,4,12,2,1,3,0,-1.9795
25240344,CC(C)[N+]1([C@@H]2CC[C@@H]1CC(C2)OC(=O)C(CO)c3ccccc3)C,0,1,46.53,332.464,24,1,3,1,4,1,2,1,0,2.8541
25240345,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,1,0,41.49,259.349,19,2,3,2,3,2,0,1,0,2.5775
25240346,CC1=C(C(=CC=C1)C)N(CC(=O)NC2=CC=C(C=C2)C3=NOC=N3)C(=O)C4CCS(=O)(=O)CC4,1,0,122.47,482.562,34,1,7,1,10,3,1,0,2,3.14994
25240347,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=C\C(=O)O)\C(=O)O,1,0,146.13,473.507,33,3,8,3,11,2,1,0,1,2.2027
25240348,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1[NH3+])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)[NH3+])O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)C[NH3+])O)O)[NH3+])O)O)[NH3+],0,5,355.42,620.674,42,23,14,13,19,0,4,8,0,-12.4457
25240349,c1cc(ccc1C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])NCc2cnc3c(n2)c(=O)nc([nH]3)N,0,-2,218.94,439.388,32,5,11,4,13,3,0,0,4,-2.7142
25240350,c1ccc(cc1)CC(=O)NC(=O)N,0,0,72.19,178.191,13,3,2,2,4,1,0,0,0,0.424
25240351,Cc1ccc(cc1)/C(=C\C[NH+]2CCCC2)/c3ccccn3,0,1,17.33,279.407,21,1,1,1,2,2,1,0,1,2.50042
25240352,Cc1ccc(c(c1)[C@H](CC[NH+](C(C)C)C(C)C)c2ccccc2)O,0,1,24.67,326.504,24,2,1,2,2,2,0,0,0,3.92432
25240353,Cc1cn(c(=O)[nH]c1=O)[C@H]2C=C[C@H](O2)CO,0,0,84.32,224.216,16,2,5,2,6,1,0,1,2,-0.70908
25240354,C(C(CS)S)O,0,0,20.23,124.23,6,1,3,3,3,0,0,1,0,0.2069
25240355,Cc1cnc(cn1)C(=O)NCCc2ccc(cc2)S(=O)(=O)[N-]C(=O)NC3CCCCC3,0,-1,132.22,444.537,31,2,6,2,10,2,1,0,2,2.86222
25240356,C=CC[NH+]1CC[C@]23CCCC[C@H]2[C@H]1Cc4c3cc(cc4)O,0,1,24.67,284.423,21,2,1,2,2,1,2,0,0,2.2195
25240357,COc1cc(c(cc1C(=O)NC2CC[NH+](CC2OC)CCCOc3ccc(cc3)F)Cl)N,0,1,87.25,466.961,32,4,5,3,9,2,1,0,0,1.941
25240358,c1ccc2c(c1)C=Cc3ccccc3N2C(=O)N,0,0,46.33,236.274,18,2,1,1,3,2,0,0,0,3.3872
25240359,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-])OC(=O)N(CCCl)CCCl,0,-2,101.96,518.374,33,0,6,0,10,1,2,0,0,4.035
25240360,C[N+](C)(C)CCCCCC[NH2+]CC=C,0,2,16.61,200.37,14,2,0,1,2,0,0,0,0,1.0024
25240361,CC[C@@H]1/C=C(\\C[C@@H](C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC1=O)O)C)/C(=C/[C@@H]4CC[C@@H]([C@@H](C4)OC)Cl)/C)O)C)OC)OC)C)/C,0,0,158.13,810.466,56,2,11,2,13,0,3,2,0,5.7194
25240362,Cc1c(c(c(cn1)COP(=O)([O-])[O-])C[NH+](CCN(Cc2c(cnc(c2O)C)COP(=O)([O-])[O-])CC(=O)[O-])CC(=O)[O-])O,0,-5,299.02,633.42,42,3,17,3,20,2,0,0,2,-6.41786
25240364,c1cc(ccc1O)O,0,0,40.46,110.112,8,2,2,2,2,1,0,0,0,1.0978
25240365,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c3c1cccc3)C4c5ccccc5-c6c4cccc6,0,2,0,502.746,38,0,0,0,2,4,0,0,0,8.2396
25240366,CCCCCOc1ccc(cc1)c2cc(no2)c3ccc(cc3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](c7ccc(c(c7)OS(=O)(=O)[O-])O)O)O)[C@@H](CC(=O)N)O)C)O)O)O,0,-1,512.97,1269.283,89,16,24,15,33,4,3,8,1,-4.2446
25240367,c1ccc2c(c1)cnnc2NN,0,0,63.83,160.18,12,3,4,2,4,2,0,0,2,0.9154
25240368,CCc1ccc(nc1)CCOc2ccc(cc2)CC3C(=O)[N-]C(=O)S3,0,-1,70.36,355.439,25,0,5,0,6,2,1,0,1,3.9437
25240369,C(#N)[Fe-2](C#N)(C#N)(C#N)(C#N)N=O,0,-2,148.38,215.941,13,0,7,0,8,0,0,0,0,0.2985
25240370,C1CCC2(CC1)OCC(O2)C[NH+]=C(N)N,0,1,84.47,214.289,15,5,2,3,5,0,2,0,0,-1.5838
25240371,CN1C(Nc2cc(c(cc2S1(=O)=O)S(=O)(=O)N)Cl)CCl,0,0,109.57,360.244,20,3,5,2,11,1,0,0,0,0.5983
25240372,COc1cc(cc(c1OC)OC)C(=O)O[C@@H]2C[C@@H]3C[NH+]4CCc5c6ccccc6[nH]c5[C@H]4C[C@@H]3[C@@H]([C@H]2OC)C(=O)OC,0,1,109.75,579.67,42,2,8,2,10,3,2,0,1,2.7454
25240373,CCCCC(CC)COC(=O)C(=C(c1ccccc1)c2ccccc2)C#N,0,0,50.09,361.485,27,0,3,0,3,2,0,0,0,5.77168
25240374,c1ccc2c(c1)Cc3ccccc3N4C2C[NH+]=C4N,0,1,43.23,250.325,19,3,2,2,3,2,0,0,0,0.5474
25240375,c1cc(ccc1SC(P(=O)([O-])[O-])P(=O)([O-])[O-])Cl,0,-4,126.38,314.579,17,0,7,0,10,1,0,0,0,-0.4569
25240376,C[NH+](C)CCOc1ccc(cc1)/C(=C(/CCCl)\c2ccccc2)/c3ccccc3,0,1,13.67,406.977,29,1,1,1,3,3,0,0,0,4.7979
25240377,CCOC(=O)C1(CC[NH+](CC1)C)c2ccccc2,0,1,30.74,248.346,18,1,2,1,3,1,1,0,0,0.796
25240378,[N+](=O)([O-])[O-],0,-1,66.2,62.004,4,0,3,0,4,0,0,0,0,-0.2391
25240379,CCC1(CCC(=O)NC1=O)c2ccc(cc2)N,0,0,72.19,232.283,17,3,3,2,4,1,1,0,0,1.3532
25240380,CC(C)(C)c1cc(cc(c1O)C(C)(C)C)SC(C)(C)Sc2cc(c(c(c2)C(C)(C)C)O)C(C)(C)C,0,0,40.46,516.857,35,2,4,2,4,2,0,0,0,9.9083
25240381,C[NH2+]CCC(c1ccccc1)Oc2ccc(cc2)C(F)(F)F,0,1,25.84,310.339,22,2,1,1,5,2,0,0,0,3.4088
25240382,CN(C)N/N=C/1\C(=NC=N1)C(=O)N,1,0,95.44,182.187,13,3,5,2,7,0,0,0,0,-1.6657
25240383,CC(C)C(=O)OC(C)OC(=O)NCC1(CCCCC1)CC(=O)[O-],0,-1,104.76,328.385,23,1,6,1,7,0,1,0,0,1.3483
25240384,c1cn(c(=O)nc1N)[C@@H]2CS[C@@H](O2)CO,0,0,90.37,229.261,15,3,7,2,7,1,1,1,2,-0.5941
25240385,COC(C(Cl)Cl)(F)F,0,0,9.23,164.966,8,0,1,0,5,0,0,0,0,2.0293
25240386,c1ccc2c(c1)c(c3c([nH+]2)CCCC3)N,0,1,40.16,199.277,15,3,1,1,2,2,0,0,1,2.1149
25240387,c1c(c(cc(c1F)F)F)C[C@H](CC(=O)N2CCn3c(nnc3C(F)(F)F)C2)[NH3+],0,1,78.66,408.326,28,3,4,1,12,2,0,0,3,1.2997
25240388,CC#CCn1c2c(nc1N3CCC[C@H](C3)[NH3+])n(c(=O)n(c2=O)Cc4nc(c5ccccc5n4)C)C,0,1,118.48,473.561,35,3,9,1,10,4,1,0,6,0.43062
25240389,Cc1c(ccc(c1)c2cc(c(cc2)N/N=C\3/C(=O)c4c(cc(cc4C=C3S(=O)(=O)[O-])S(=O)(=O)[O-])N)C)N/N=C\5/C(=O)c6c(cc(cc6C=C5S(=O)(=O)[O-])S(=O)(=O)[O-])N,0,-4,363.76,868.862,58,6,20,4,24,4,0,0,0,2.04404
25240390,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)OS(=O)(=O)[O-])O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)[O-])O)O)O,0,-2,264.5,461.354,30,6,15,6,17,0,2,5,0,-7.0538
25240391,CO/N=C(/c1ccco1)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)[O-],0,-1,176.59,423.383,29,3,10,2,13,1,1,0,0,-1.8707
25240392,CCC(C)C(C)(COC(=O)N)COC(=O)N,0,0,104.64,232.28,16,4,4,2,6,0,0,0,0,1.2294
25240393,CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O.Cl,1,0,58.36,394.73,24,1,4,1,8,2,0,0,2,3.6864
25240394,c1c([n+](c(nc1N2CCCCC2)N)[O-])N,0,0,95.11,209.253,15,4,5,2,6,1,1,0,2,-0.1303
25240395,CC(C[N+](C)(C)C)OC(=O)N,0,1,52.32,161.225,11,2,2,1,4,0,0,0,0,0.1764
25240396,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,0,0,71.06,330.364,19,0,8,0,9,0,0,0,0,2.1218
25240397,C[NH+](CCCl)CCCl,0,1,4.44,157.064,8,1,0,1,3,0,0,0,0,-0.0213
25240398,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)[O-],0,0,103.35,416.518,30,2,5,1,7,1,2,0,0,0.0223
25240399,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C,0,0,60.44,416.583,29,0,5,0,5,0,4,0,0,4.8523
25240400,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)C4=CC=C(C=C4)Cl)F,1,0,91.92,489.931,33,2,4,2,10,4,0,0,2,5.5442
25240401,CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)[O-])C,0,-1,94.58,232.237,15,0,5,0,7,0,2,0,0,-2.1297
25240402,C[N+]1(CCc2cc(c(cc2[C@H]1Cc3cc(c(c(c3)OC)OC)OC)OC)OC)CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]4(CCc5cc(c(cc5[C@H]4Cc6cc(c(c(c6)OC)OC)OC)OC)OC)C,0,2,144.9,1029.278,74,0,14,0,16,4,0,0,0,9.029
25240403,c1cc(ccc1[C@@H]2CC[NH2+]C[C@H]2COc3ccc4c(c3)OCO4)F,0,1,44.3,330.379,24,2,3,1,5,2,1,0,0,2.3003
25240404,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C/C(=N/O)/CC[C@H]34,0,0,52.82,327.468,24,2,3,2,3,0,3,1,0,4.1437
25240405,c1nc2c(n1CCC(CO)CO)[nH]c(nc2=O)N,0,0,130.05,253.262,18,5,7,4,8,2,0,2,4,-1.3073
25240406,c1ccc2c(c1)N(c3cc(ccc3S2)Cl)CCCN4CC[NH+](CC4)CCO,0,1,31.15,404.987,27,2,4,2,6,2,1,1,0,2.5256
25240407,Cn1cnc(c1Sc2c3c(nc[nH]3)ncn2)[N+](=O)[O-],0,0,115.42,277.269,19,1,8,1,10,3,0,0,6,1.1458
25240408,C[NH+]1CCN(CC1)C(c2ccccc2)c3ccccc3,0,1,7.68,267.396,20,1,1,1,2,2,1,0,0,1.6063
25240409,C(C(F)(F)F)(OC(F)F)Cl,0,0,9.23,184.491,10,0,1,0,7,0,0,0,0,2.3528
25240410,c1ccc(cc1)C(c2ccc(cc2)Cl)N3CC[NH+](CC3)CCOCC(=O)[O-],0,0,57.04,388.895,27,1,4,1,6,2,1,0,0,0.3964
25240411,C[N+]1(CC[C@]23c4c5ccc(c4O[C@H]2C(=O)CC[C@]3([C@H]1C5)O)O)CC6CC6,0,1,66.76,356.442,26,2,4,2,5,1,3,1,0,1.67
25240412,C[NH+](C)CCOC(c1ccc(cc1)Cl)c2ccccn2,0,1,26.56,291.802,20,1,2,1,4,2,0,0,1,1.9855
25240413,c1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)NCN2,0,0,118.36,297.745,17,4,5,3,10,1,0,0,0,-0.3513
25240414,CCN(CC)C(=S)SSC(=S)N(CC)CC,0,0,6.48,296.552,16,0,4,0,6,0,0,0,0,3.6212
25240415,C[C@H]1[C@H](O1)P(=O)([O-])[O-],0,-2,75.72,136.043,8,0,4,0,5,0,1,0,0,-1.3551
25240416,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,1,0,92.5,259.265,19,3,4,2,6,1,1,0,0,0.0298
25240417,CCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)CO,0,0,100.9,446.584,32,2,6,2,6,0,3,2,0,3.5227
25240418,C/C=C(/C(=C/C)/c1ccc(cc1)O)\c2ccc(cc2)O,0,0,40.46,266.34,20,2,2,2,2,2,0,0,0,4.6046
25240419,C[C@]12CC[C@@H]3c4ccc(cc4C[C@H]([C@H]3[C@@H]1CC[C@@H]2O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F)O,0,0,57.53,606.782,41,2,3,2,9,1,2,1,0,8.6826
25240420,CCOC(=O)C1(CC[NH+](CC1)CCc2ccc(cc2)N)c3ccccc3,0,1,56.76,353.486,26,3,3,2,4,2,1,0,0,1.9911
25240421,CCCCCCCCCCCCCCCC(=O)OC/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(CCCC1(C)C)C,0,0,26.3,524.874,38,0,2,0,2,0,0,0,0,11.5425
25240422,CCOc1ccc(cc1)CC(CN(CC[NH+](CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])[NH+](CC(=O)[O-])CC(=O)[O-],0,-3,222,524.503,37,2,12,2,14,1,0,0,0,-10.1823
25240423,CC(C)(C)[NH2+]CC(=O)Nc1cc(c2c(c1[O-])C(=O)C3=C([C@]4([C@@H](C[C@@H]3C2)[C@@H](C(=C(C4=O)C(=O)N)[O-])[NH+](C)C)O)[O-])N(C)C,0,-1,220.03,584.65,42,7,9,5,13,1,0,1,0,-4.9575
25240424,C([C@@H](C(=O)[O-])[NH3+])S,0,0,67.77,121.161,7,3,3,2,4,0,0,0,0,-2.7234
25240425,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,1,0,64.6,531.316,30,3,4,3,9,2,2,1,0,3.7811
25240426,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@@H]3[C@H]2CCO3)O)S(=O)(=O)c4ccc(cc4)N,0,0,140.42,547.674,38,4,8,3,11,2,2,1,0,2.3753
25240427,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)COC(=O)CC(C)(C)C)CCC5=CC(=O)C=C[C@@]53C)F)O,0,0,99.13,532.649,38,1,7,1,8,0,4,1,0,4.4059
25240428,c1ccc2c(c1)[nH]c(=O)n2C3=CC[NH+](CC3)CCCC(=O)c4ccc(cc4)F,0,1,59.3,380.443,28,2,3,2,6,3,0,0,2,2.2613
25240429,C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4,1,0,50.7,346.821,25,1,4,1,5,4,0,0,3,5.0126
25240430,CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O,1,0,89.33,421.504,32,3,6,2,6,5,1,1,4,4.8221
25240431,C(C(C(=O)[O-])S)(C(=O)[O-])S,0,-2,80.26,180.206,10,0,6,2,6,0,0,0,0,-2.917
25240432,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)OC(=O)c5ccccc5)C)O)F)C,0,0,100.9,496.575,36,2,6,2,7,1,3,2,0,3.7604
25240433,C[NH+]1CCN(CC1)CC/C=C\2/c3ccccc3Sc4c2cc(cc4)S(=O)(=O)N(C)C,0,1,45.06,444.646,30,1,4,1,7,2,1,0,0,2.0536
25240434,C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,0,0,106.97,494.531,35,1,7,1,9,0,3,1,0,2.9853
25240435,COc1ccc2c(c1)[nH]c3c2CC[NH+]4[C@@H]3C[C@H]5[C@@H](C4)C[C@H]([C@@H]([C@H]5C(=O)OC)OC)OC(=O)c6cc(c(c(c6)OC)OC)OC,0,1,118.98,609.696,44,2,9,2,11,3,2,0,1,2.754
25240436,C[NH+]1CCN(CC1)CCCN2c3ccccc3Sc4c2cc(cc4)Cl,0,1,10.92,374.961,25,1,3,1,5,2,1,0,0,3.1631
25240437,C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1CCC2=O)OS(=O)(=O)[O-],0,-1,83.5,349.428,24,0,5,0,6,1,2,0,0,2.9508
25240438,c1cc(ccc1C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])NCC2CNc3c(c(=O)nc([nH]3)N)N2C=O,0,-2,225.5,471.43,34,6,11,5,14,2,0,0,2,-3.4005
25240439,CCCc1cc(=O)[nH]c(=S)[nH]1,0,0,48.65,170.237,11,2,2,2,4,1,0,0,2,1.38499
25240440,C[NH+]1CCC(=C2c3ccccc3C=Cc4c2cccc4)CC1,0,1,4.44,288.414,22,1,0,1,1,2,1,0,0,3.2808
25240441,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,1,0,69.06,531.44,36,0,7,0,10,3,2,0,2,4.2058
25240442,c1cc(ccc1C(=O)CCC[NH+]2CCC(CC2)(c3ccc(cc3)Cl)O)F,0,1,41.74,376.879,26,2,2,2,5,2,1,1,0,3.0085
25240443,c1cc(ccc1NCS(=O)[O-])S(=O)(=O)c2ccc(cc2)NCS(=O)[O-],0,-2,138.46,402.475,25,2,8,2,11,2,0,0,0,1.0164
25240444,C[NH+]1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc4c3cc(cc4)OC,0,1,13.67,272.412,20,1,1,1,2,1,2,0,0,1.9663
25240445,CC[C@@H](C)C(=O)O[C@H]1[C@@H]([C@H]2[C@@H](C[NH+]3C[C@H](CC[C@H]3[C@@]2(C)O)C)[C@H]4[C@@]1([C@@H]5[C@@H]([C@@H]([C@H]6[C@]7([C@]5(C4)O[C@@]6([C@H](CC7)OC(=O)[C@](C)(CC)O)O)C)OC(=O)C)OC(=O)C)O)O,0,1,220.02,794.956,56,6,14,6,15,0,7,5,0,0.1901
25240446,C1CCC(CC1)NC(=O)N(CCCl)N=O,0,0,61.77,233.699,15,1,3,1,6,0,1,0,0,2.2509
25240447,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccc(cc2)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc3c[nH]c4c3cccc4)NC(=O)[C@H](Cc5cnc[nH]5)NC(=O)[C@@H]6CCC(=O)N6,0,1,430.78,1210.429,87,18,13,16,28,4,2,1,3,-3.0481
25240448,c1c2c(cc(c1F)N3CC[NH2+]CC3)n(cc(c2=O)C(=O)[O-])C4CC4,0,0,81.98,331.347,24,2,5,1,7,2,2,0,1,-0.7776
25240449,c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])N(CCCl)CCCl,0,0,71.01,305.205,19,3,3,1,6,1,0,0,0,-0.1265
25240450,C[NH+](CCc1ccc(cc1)NS(=O)(=O)C)CCOc2ccc(cc2)NS(=O)(=O)C,0,1,106.01,442.583,29,3,5,3,10,2,0,0,0,0.5658
25240451,c1cnc2cc3c(cc2n1)[C@@H]4C[C@H]3C[NH2+]C4,0,1,42.39,212.276,16,2,2,1,3,2,1,0,2,0.7777
25240452,C[NH+](C)CCC(c1ccccc1)(c2ccccc2Cl)O,0,1,24.67,290.814,20,2,1,2,3,2,0,1,0,2.1105
25240453,C[NH+]1CC[C@]23c4c5ccc(c4O[C@H]2[C@H](CC[C@H]3[C@H]1C5)O)OC,0,1,43.13,302.394,22,2,3,2,4,1,2,1,0,0.308
25240454,CCN(CC)C(=O)N1CC[NH+](CC1)C,0,1,27.99,200.306,14,1,1,1,4,0,1,0,0,-0.7215
25240455,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N1)Cc2ccc(cc2)O)[NH3+])C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,0,1,401.15,1008.215,69,17,14,12,26,1,2,0,0,-4.3254
25240456,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCC[NH3+])NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)[NH3+])CC(=O)N)CC(=O)[O-])CC3C=NC=[NH+]3)Cc4ccccc4,0,1,537.42,1423.728,100,20,19,15,34,1,1,0,0,-7.7944
25240457,CCN1C(=O)C(NC1=O)c2ccccc2,0,0,49.41,204.229,15,1,2,1,4,1,1,0,0,1.2994
25240458,Cc1cccc(c1NC(=O)C[NH+](CC(=O)[O-])CC(=O)[O-])C,0,-1,113.8,293.299,21,2,5,2,7,1,0,0,0,-3.37336
25240459,CN1C(Nc2cc(c(cc2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F,0,0,109.57,439.89,25,3,6,2,14,1,0,0,0,1.655
25240460,C(CC(=O)[O-])C(=O)C[NH3+],0,0,84.84,131.131,9,3,3,1,4,0,0,0,0,-2.6725
25240461,C(CC(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)[O-])NC(=O)CC[C@@H](C(=O)[O-])[NH3+])C(=O)NCC(=O)[O-])[C@@H](C(=O)[O-])[NH3+],0,-2,332.2,610.624,40,10,14,6,20,0,0,0,0,-10.6492
25240462,C[NH+](C)CCCN1c2ccccc2CCc3c1cc(cc3)Cl,0,1,7.68,315.868,22,1,1,1,3,2,0,0,0,3.1113
25240463,CC(C)[C@@H](Cc1ccc(c(c1)OCCCOC)OC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)[NH3+],0,1,147.75,552.777,39,7,6,4,9,1,0,1,0,2.5767
25240464,CC(=O)N(CC(CO)O)c1c(c(c(c(c1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,0,0,199.89,821.141,34,8,9,8,15,1,0,6,0,-1.6275
25240465,Cn1c(nnn1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C(c4ccc(cc4)O)C(=O)[O-])OC)OC2)C(=O)[O-],0,-2,211.96,518.464,36,2,14,2,16,2,1,0,4,-3.7971
25240466,CC[NH+](CC)C(C)CN1c2ccccc2Sc3c1cccc3,0,1,7.68,313.49,22,1,2,1,3,2,0,0,0,3.6025
25240467,c1ccc(cc1)C(c2ccc(cc2)Cl)N3CC[NH+](CC3)CCOCCO,0,1,37.14,375.92,26,2,3,2,5,2,1,1,0,1.6388
25240468,c1cnccc1c2cc(c(=O)[nH]c2)N,0,0,71.77,187.202,14,3,3,2,4,2,0,0,2,1.0191
25240469,CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)c3ccc(cc3)N,0,0,131.19,505.637,35,4,7,3,10,2,1,1,0,2.4028
25240470,Cc1cc(cc(c1)OCC2CNC(=O)O2)C,0,0,47.56,221.256,16,1,3,1,4,1,1,0,0,1.79064
25240471,C[C@H](/C=C/[C@H](C1CC1)O)[C@H]2CC[C@@H]\\3[C@@]2(CCC/C3=C\\C=C/4\\C[C@H](C[C@@H](C4=C)O)O)C,0,0,60.69,412.614,30,3,3,3,3,0,4,3,0,5.0906
25240472,c1cn(c(=O)nc1N)[C@H]2CC[C@H](O2)CO,0,0,90.37,211.221,15,3,6,2,6,1,1,1,2,-0.5046
25240473,CC(=O)O[C@H]1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N,1,0,72.63,296.326,22,2,3,1,5,2,0,0,0,3.0637
25240474,CC[NH+](CC)CC(=O)Nc1c(cccc1C)C,0,1,33.54,235.351,17,2,1,2,3,1,0,0,0,1.16664
25240475,C[n+]1ccccc1/C=N/O,0,1,36.47,137.162,10,1,2,1,3,1,0,0,1,0.3192
25240476,CC[N+](C)(C)Cc1ccccc1Br,0,1,0,243.168,13,0,0,0,2,1,0,0,0,3.0454
25240477,C[NH2+][C@H]1CC[C@H](c2c1cccc2)c3ccc(c(c3)Cl)Cl,0,1,16.61,307.244,20,2,0,1,3,2,0,0,0,4.1534
25240478,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)c2ccccc2[N+](=O)[O-])C(=O)OC,0,0,107.77,388.42,28,1,7,1,8,1,0,0,0,3.2018
25240479,C[NH+](C)[C@H]1[C@@H]2C[C@@H]3[C@@H](c4c(ccc(c4C(=O)C3=C([C@@]2(C(=O)C(=C1[O-])C(=O)N)O)[O-])[O-])Cl)O,0,-2,191.31,462.842,32,5,8,4,11,1,0,2,0,-4.1796
