classification,residueCount,resolution,structureMolecularWeight,crystallizationTempK,densityMatthews,densityPercentSol,phValue
TRANSFERASE,655,2.15,74544.75,293,4.05,69.61,6.9
TRANSFERASE,912,1.8,101039.49,293,2.49,50.66,6.9
TRANSFERASE,1080,2.45,128443.45,293,3.01,59.07,6.9
TRANSFERASE,690,2.64,80984.73,293,3.08,60.09,6.9
TRANSFERASE,630,2.38,74866.55,293,3.09,60.27,6.9
TRANSFERASE,634,2.5,75244.87,293,2.95,58.31,6.9
TRANSFERASE,634,3,75072.67,293,3.16,61.1,6.9
TRANSFERASE,636,2.6,75234.62,293,3.1,59.4,6.9
TRANSFERASE,631,2.18,75155.68,293,2.95,58.38,6.9
TRANSFERASE,637,2.26,75582.3,293,3.1,59.6,6.9
TRANSFERASE,638,2.65,75586.86,293,3.08,60.13,6.9
TRANSFERASE,954,2.55,111710.42,295,2.68,54.18,6.9
TRANSFERASE,1722,2.3,189402.66,295,2.67,53.9,6.9
TRANSFERASE,688,2.9,78585.05,295,3.98,69.13,6.9
TRANSFERASE,355,2,40246.27,296,3.14,60.86,6.9
TRANSFERASE,153,2.71,16692.21,298,3.56,65.45,6.9
TRANSFERASE,256,1.8,29038.07,298,2.35,47.64,6.9
TRANSFERASE,373,1.43,43869.89,277.15,2.15,54.12,6.9
TRANSFERASE,373,1.42,43815.82,277.15,2.15,53.1,6.9
TRANSFERASE,373,1.57,43912.95,277.15,2.18,53.8,6.9
TRANSFERASE,373,1.62,43813.8,277.15,2.15,55.36,6.9
TRANSFERASE,373,1.58,43845.85,277.15,2.18,54.34,6.9
TRANSFERASE,782,1.7,82916.64,298.15,2.42,49.09,6.9
TRANSFERASE,774,1.7,82494.15,298.15,2.44,49.6,6.9
TRANSFERASE,774,1.85,82920.3,298.15,2.47,50.16,6.9
TRANSFERASE,2700,2.5,304879.31,288,3.56,65.47,7.4
TRANSFERASE,852,2.3,100379.77,273,2.9,57.66,7.4
TRANSFERASE,438,2.71,51976.04,289,4.73,73.99,7.4
TRANSFERASE,314,1.77,35979.02,289,2.1,41.42,7.4
TRANSFERASE,576,1.9,64251.54,289,3.1,60.36,7.4
TRANSFERASE,310,1.78,36832.88,289,1.82,32.48,7.4
TRANSFERASE,3372,1.97,371958.5,289,2.11,41.6,7.4
TRANSFERASE,678,2,74891.14,289,2.43,49.46,7.4
TRANSFERASE,274,1.84,31633.52,289,1.92,35.79,7.4
TRANSFERASE,2292,2,248858.05,290,3.01,59.11,7.4
TRANSFERASE,2292,2.05,246806.91,290,3.09,60.21,7.4
TRANSFERASE,2292,2.3,246529.12,290,3.14,60.79,7.4
TRANSFERASE,574,1.95,62879.33,290,1.75,29.9,7.4
TRANSFERASE,321,2.4,36247.57,291,4.57,73.09,7.4
TRANSFERASE,1416,1.8,155883.42,291,2.52,51.22,7.4
TRANSFERASE,708,2,78470.56,291,2.52,51.24,7.4
TRANSFERASE,708,2.5,77290.37,291,2.54,51.66,7.4
TRANSFERASE,1416,2,156226.08,291,2.55,51.76,7.4
TRANSFERASE,708,2,78383.23,291,2.56,51.99,7.4
TRANSFERASE,708,1.6,77941.71,291,2.54,51.52,7.4
TRANSFERASE,1416,1.8,156856.56,291,2.54,51.62,7.4
TRANSFERASE,708,1.8,77578.56,291,2.5,50.85,7.4
TRANSFERASE,708,1.8,77578.56,291,2.5,50.85,7.4
TRANSFERASE,1624,2.33,186232.64,291,2.28,45.99,7.4
TRANSFERASE,298,1.88,34414.01,291,2.04,39.73,7.4
TRANSFERASE,298,2,34336.86,291,2.11,41.75,7.4
TRANSFERASE,298,1.85,34442.2,291,2.13,42.26,7.4
TRANSFERASE,298,1.85,34398.02,291,2.05,39.87,7.4
TRANSFERASE,610,2.1,66857.01,291,3.68,66.62,7.4
TRANSFERASE,425,1.81,48094.87,291,3.09,60.2,7.4
TRANSFERASE,740,2.4,85292.14,291,2.21,44.43,7.4
TRANSFERASE,740,2.05,85266.73,291,2.25,45.39,7.4
TRANSFERASE,777,2.12,86318.29,291,2.33,47.27,7.4
TRANSFERASE,777,2.1,87020.27,291,2.27,45.91,7.4
TRANSFERASE,1554,2.8,169866.8,291,2.46,49.92,7.4
TRANSFERASE,81,1.48,9667.88,291,1.89,34.98,7.4
TRANSFERASE,645,2.8,73935.73,291,2.72,54.7,7.4
TRANSFERASE,163,1.95,19379.37,291,2.5,50.84,7.4
TRANSFERASE,163,1.95,20188.94,291,2.47,50.13,7.4
TRANSFERASE,287,2.75,34189.04,291,3.44,64.26,7.4
TRANSFERASE,248,1.7,27924.41,291,2.19,43.74,7.4
TRANSFERASE,1672,1.85,177096.09,260,2.57,52.16,7.4
TRANSFERASE,414,2.35,48782.53,292,2.14,42.1,7.4
TRANSFERASE,630,2.85,70337.45,292,2.27,45.76,7.4
TRANSFERASE,630,1.85,71798.45,292,2.28,46.12,7.4
TRANSFERASE,498,2.6,57845.42,292,2.09,41,7.4
TRANSFERASE,273,2.98,32685.17,292,2.65,53.64,7.4
TRANSFERASE,273,2.29,32548.04,292,2.77,55.58,7.4
TRANSFERASE,273,2.46,32667.18,292,2.58,52.27,7.4
TRANSFERASE,273,2.53,32530.04,292,2.82,56.31,7.4
TRANSFERASE,273,2.47,32564.49,292,2.81,56.28,7.4
TRANSFERASE,273,2.13,32339.02,292,2.66,53.74,7.4
TRANSFERASE,273,2.15,32201.88,292,2.64,53.46,7.4
TRANSFERASE,273,2.33,32545.08,292,2.75,55.34,7.4
TRANSFERASE,273,2.86,32715.19,292,2.62,53.11,7.4
TRANSFERASE,136,2.5,15304.87,277,2.1,63.5,7.4
TRANSFERASE,220,2,25438.81,277,3.37,63.5,7.4
TRANSFERASE,298,2.51,34217.73,277,2.06,40.18,7.4
TRANSFERASE,782,2.25,88394.32,277,3.64,66.25,7.4
TRANSFERASE,1224,2,143849.38,277,2.9,58,7.4
TRANSFERASE,1224,2.2,143350.69,277,2.93,58,7.4
TRANSFERASE,1224,2,142074.69,277,2.93,58,7.4
TRANSFERASE,1224,2.1,141954.44,277,2.93,58,7.4
TRANSFERASE,298,2,34328.79,277,2.02,39.26,7.4
TRANSFERASE,298,2.2,34379.89,277,2.03,39.37,7.4
TRANSFERASE,298,1.8,34179.73,277,2.11,41.72,7.4
TRANSFERASE,1196,2.5,130060.48,277,2.63,53.27,7.4
TRANSFERASE,298,2.3,34430.05,277,2.02,39.05,7.4
TRANSFERASE,316,2.1,37576.93,277,2.38,48.25,7.4
TRANSFERASE,298,2.28,34347.92,277,2.02,39.12,7.4
TRANSFERASE,298,2.03,34291.8,277,2.09,41.14,7.4
TRANSFERASE,298,2.4,34290.27,277,2.11,41.73,7.4
TRANSFERASE,840,2.99,94748.32,277,3.34,63.19,7.4
TRANSFERASE,3960,2.6,428558.44,277,2.58,52.29,7.4
TRANSFERASE,213,1.63,24604.38,277,2.59,52.59,7.4
TRANSFERASE,426,1.63,49188.64,277,2.8,56.15,7.4
TRANSFERASE,249,1.33,28264.22,277,2.56,51.94,7.4
TRANSFERASE,1624,2.3,170737.02,293,2.66,53.73,7.4
TRANSFERASE,580,2.5,67911.48,293,2.48,50.5,7.4
TRANSFERASE,454,1.9,50683.38,293,2.21,44.26,7.4
TRANSFERASE,454,2.3,50395.19,293,2.21,44.28,7.4
TRANSFERASE,454,2.25,50491.25,293,2.13,42.13,7.4
TRANSFERASE,454,1.95,50427.25,293,2.15,42.87,7.4
TRANSFERASE,284,2.7,31058.72,293,2.2,44.2,7.4
TRANSFERASE,284,2.7,31038.72,293,2.24,45.15,7.4
TRANSFERASE,284,2.7,31188.85,293,2.2,42.8,7.4
TRANSFERASE,976,3.1,109584.55,293,3.11,60.42,7.4
TRANSFERASE,364,2.1,42532.28,293,2.42,49.26,7.4
TRANSFERASE,364,2.45,42360.03,293,2.39,48.46,7.4
TRANSFERASE,1134,2.6,128961.95,293,2.35,47.74,7.4
TRANSFERASE,313,1.8,33804.16,293,3.53,65.2,7.4
TRANSFERASE,548,2.3,63833.02,293,2.17,43.41,7.4
TRANSFERASE,274,1.27,31687.31,293,2.25,45.43,7.4
TRANSFERASE,316,2.6,37295.87,293,2.46,50.02,7.4
TRANSFERASE,316,2.4,37267.98,293,2.5,50.8,7.4
TRANSFERASE,316,2.7,37267.98,293,2.68,54.13,7.4
TRANSFERASE,316,2.6,37211.32,293,2.46,50,7.4
TRANSFERASE,316,2.4,37211.32,293,2.73,54.87,7.4
TRANSFERASE,852,2.4,100373.86,293,3.04,59.57,7.4
TRANSFERASE,852,2.4,100283.77,293,2.94,58.21,7.4
TRANSFERASE,1710,3.35,197649.62,293,3.87,68.26,7.4
TRANSFERASE,852,2.4,99773.23,293,2.89,57.45,7.4
TRANSFERASE,852,2.6,100331.23,293,2.94,58.14,7.4
TRANSFERASE,852,2.4,99983.17,293,2.86,57.05,7.4
TRANSFERASE,876,2.8,102387.64,293,2.93,57.97,7.4
TRANSFERASE,652,2.05,69904.47,293,2.37,48.21,7.4
TRANSFERASE,852,1.8,101183.83,293,2.86,56.94,7.4
TRANSFERASE,662,2.9,75820.06,293,2.36,47.82,7.4
TRANSFERASE,1710,2.8,197639.88,293,3.84,67.99,7.4
TRANSFERASE,789,2.3,88188.96,293,2.23,44.94,7.4
TRANSFERASE,789,1.98,88254.37,293,2.25,45.44,7.4
TRANSFERASE,1578,2.8,176558.06,293,2.87,57.1,7.4
TRANSFERASE,546,2.1,61037.98,293,2.43,49.47,7.4
TRANSFERASE,716,2.5,79424.93,293,2.52,51.14,7.4
TRANSFERASE,1432,3,159370.44,293,2.33,47.29,7.4
TRANSFERASE,716,2,79719.19,293,2.05,39.88,7.4
TRANSFERASE,198,2.01,24692.15,293,2.24,45.12,7.4
TRANSFERASE,789,2.18,88389.55,293,2.1,41.39,7.4
TRANSFERASE,789,2.13,88403.58,293,2.09,41.14,7.4
TRANSFERASE,789,2.18,88713.83,293,2.18,43.46,7.4
TRANSFERASE,789,2.31,88863.04,293,2.18,43.49,7.4
TRANSFERASE,789,1.75,88843.99,293,2.2,44.2,7.4
TRANSFERASE,789,1.88,88400.52,293,2.08,40.99,7.4
TRANSFERASE,306,1.72,35391.75,293,2.82,56.44,7.4
TRANSFERASE,3248,3.4,359427.38,293,2.53,50,7.4
TRANSFERASE,1160,2.33,128462.42,293,2.48,50.46,7.4
TRANSFERASE,704,2.49,77183.05,293,2.94,58.12,7.4
TRANSFERASE,884,1.93,105063.32,293,2.36,47.92,7.4
TRANSFERASE,254,1.15,28716.15,293,2.08,40.98,7.4
TRANSFERASE,254,1.1,28716.15,293,2.12,41.87,7.4
TRANSFERASE,365,2,42114.03,293,2.17,43.35,7.4
TRANSFERASE,1086,2.1,124695.73,278,3.21,61.69,7.4
TRANSFERASE,1624,2.4,171429.86,294,2.63,53.16,7.4
TRANSFERASE,284,2.36,31084.79,294,2.23,44.9,7.4
TRANSFERASE,284,2.9,31058.72,294,2.16,43.15,7.4
TRANSFERASE,551,2.7,65204.28,294,4.21,70.77,7.4
TRANSFERASE,688,2.8,78528.14,294,2.34,47.43,7.4
TRANSFERASE,798,2.5,87905.09,310,2.71,54.6,7.4
TRANSFERASE,798,3,87918.03,310,2.79,55.86,7.4
TRANSFERASE,580,2,66568.08,295,2.54,51.51,7.4
TRANSFERASE,1100,2.3,124970.67,295,2.48,50.33,7.4
TRANSFERASE,848,1.6,96075.49,295,2.36,47.93,7.4
TRANSFERASE,2568,3.6,297347.94,295,2.65,53.66,7.4
TRANSFERASE,2568,3,297436.81,295,3.8,67,7.4
TRANSFERASE,528,1.3,62736.7,295,2.5,50.76,7.4
TRANSFERASE,528,1.3,62690.63,295,2.47,50.24,7.4
TRANSFERASE,340,1.8,38251.44,295,2.05,39.97,7.4
TRANSFERASE,684,2.3,78148.66,295,2.68,54.16,7.4
TRANSFERASE,684,2.2,78096.11,295,2.72,54.72,7.4
TRANSFERASE,684,2.6,78883.99,295,2.6,52.65,7.4
TRANSFERASE,528,1.3,62740.73,295,2.5,50.78,7.4
TRANSFERASE,528,1.3,62718.97,295,2.47,50.26,7.4
TRANSFERASE,404,2.1,44362.55,295,2.62,52.98,7.4
TRANSFERASE,289,2,32728.66,296,2.1,43,7.4
TRANSFERASE,289,1.7,32712.65,296,2.1,43,7.4
TRANSFERASE,289,1.7,32714.63,296,2.1,43,7.4
TRANSFERASE,380,1.8,44353.42,296,2.76,55.48,7.4
TRANSFERASE,1404,2.05,157214.31,296,2.61,52.91,7.4
TRANSFERASE,1188,1.9,140847.86,297,2.41,48.95,7.4
TRANSFERASE,189,1.9,20032.66,297,2.18,43.47,7.4
TRANSFERASE,609,2.8,72213.4,298,2.7,54.44,7.4
TRANSFERASE,609,2.8,71687.34,298,2.7,54.46,7.4
TRANSFERASE,678,2.1,72479.26,298,2.72,54.85,7.4
TRANSFERASE,319,2.05,36136.08,298,2.13,42.33,7.4
TRANSFERASE,319,1.94,36154.48,298,2.16,42.93,7.4
TRANSFERASE,319,2.1,36157.51,298,2.2,44.06,7.4
TRANSFERASE,319,2.25,35757.05,298,2.22,44.71,7.4
TRANSFERASE,218,2.18,26297.71,298,2.46,49.53,7.4
TRANSFERASE,422,2.1,48456.14,298,2.29,46.21,7.4
TRANSFERASE,690,2.3,78311.39,298,2.27,45.87,7.4
TRANSFERASE,299,1.5,34372.76,298,2.02,39.01,7.4
TRANSFERASE,299,1.55,34321.86,298,1.98,37.99,7.4
TRANSFERASE,299,1.5,34241.8,298,1.99,38.25,7.4
TRANSFERASE,299,1.28,34353.86,298,2,38.57,7.4
TRANSFERASE,299,1.65,34414.77,298,2.04,39.81,7.4
TRANSFERASE,299,1.7,34414.77,298,2.03,39.53,7.4
TRANSFERASE,299,1.65,34414.77,298,2.07,40.57,7.4
TRANSFERASE,299,1.7,34415.91,298,2,38.55,7.4
TRANSFERASE,299,1.63,34375.94,298,1.98,37.95,7.4
TRANSFERASE,299,1.8,34365.9,298,1.97,37.54,7.4
TRANSFERASE,299,1.66,34461.84,298,2.01,38.72,7.4
TRANSFERASE,299,1.35,34444.79,298,1.99,38.27,7.4
TRANSFERASE,299,1.47,34382.77,298,2.01,38.91,7.4
TRANSFERASE,1156,2.3,129754.69,298,2.15,42.85,7.4
TRANSFERASE,1156,2.2,129831.58,298,2.26,45.62,7.4
TRANSFERASE,2040,3.2,237464.17,298,2.6,52.65,7.4
TRANSFERASE,293,2.41,35330.69,298,2.48,50.43,7.4
TRANSFERASE,293,2,35422.78,298,2.47,50.19,7.4
TRANSFERASE,293,2.85,35194.18,298,2.43,49.48,7.4
TRANSFERASE,2012,1.91,228431.08,298,2.72,54.85,7.4
TRANSFERASE,952,2.01,106073.57,298,2.28,46.11,7.4
TRANSFERASE,1904,2.01,212079.34,298,3.22,61.82,7.4
TRANSFERASE,760,2.31,90423.8,298,2.31,46.72,7.4
TRANSFERASE,789,2.98,89283.16,298,2.19,43.8,7.4
TRANSFERASE,658,2.4,73160.14,298,2.88,57.24,7.4
TRANSFERASE,2072,2.41,228619.47,298,2.34,47.49,7.4
TRANSFERASE,271,1.76,31605.17,283,2.71,54.53,7.4
TRANSFERASE,271,1.9,31661.41,283,2.71,54.68,7.4
TRANSFERASE,360,2.5,41649.98,300,2.25,45.42,7.4
TRANSFERASE,360,2.8,41870.85,300,2.2,44.05,7.4
TRANSFERASE,425,1.83,47400.43,300,2.37,48.1,7.4
TRANSFERASE,332,2.75,39175.01,287,2.25,45.33,7.4
TRANSFERASE,642,3.05,75688.26,291.15,2.89,57.37,7.4
TRANSFERASE,614,1.98,70408.48,277.15,2.66,53.77,7.4
TRANSFERASE,226,2.35,24713.74,293.15,2.45,49.87,7.4
TRANSFERASE,904,1.89,100372.33,293.15,2.43,49.31,7.4
TRANSFERASE,434,1.7,50679.81,295.15,2.02,39.23,7.4
TRANSFERASE,348,2.93,39107.08,277,2.35,47.59,7.65
TRANSFERASE,161,2.4,17696.22,289,2.05,40.07,7.9
TRANSFERASE,708,1.95,76181.39,289,2.43,49.42,7.9
TRANSFERASE,155,2.65,17150.17,289,3.62,65.99,7.9
TRANSFERASE,384,2,43512.23,289,2.06,40.23,7.9
TRANSFERASE,289,2.85,33663.29,291,3.41,63.91,7.9
TRANSFERASE,428,1.63,48788.9,291,2.53,51.31,7.9
TRANSFERASE,214,2.01,23901.62,291,2.33,47.15,7.9
TRANSFERASE,642,2.35,76143.33,291,2.55,51.78,7.9
TRANSFERASE,3975,3.76,444067.56,291,3.48,64.62,7.9
TRANSFERASE,3975,3.76,440882.31,291,3.48,64.63,7.9
TRANSFERASE,216,2.43,24152.4,292,1.74,29.2,7.9
TRANSFERASE,1066,2.15,122855.67,277,2.36,47.92,7.9
TRANSFERASE,343,1.4,40053.95,293,2.14,42.48,7.9
TRANSFERASE,348,1.8,41299.48,293,2.1,41.38,7.9
TRANSFERASE,265,1.95,31236.22,293,2.2,43.2,7.9
TRANSFERASE,342,1.8,40714.79,293,2.16,42.94,7.9
TRANSFERASE,342,1.7,40532.59,293,2.17,43.42,7.9
TRANSFERASE,342,1.6,40644.74,293,2.13,42.38,7.9
TRANSFERASE,342,1.5,40938.05,293,2.1,41.04,7.9
TRANSFERASE,712,1.8,76011.46,293,1.91,35.49,7.9
TRANSFERASE,1648,3.3,187036.16,293,2.55,51.74,7.9
TRANSFERASE,1274,1.26,142255.77,293,2.09,41.14,7.9
TRANSFERASE,342,1.92,39318.84,294,2.58,52.38,7.9
TRANSFERASE,637,0.98,71063.96,279,2.13,42.3,7.9
TRANSFERASE,637,0.97,70902.59,279,2.13,42.3,7.9
TRANSFERASE,637,0.97,71328.13,279,2.13,42.3,7.9
TRANSFERASE,637,1.03,71156.05,279,2.13,42.3,7.9
TRANSFERASE,348,1.5,40453,295,2.11,41.76,7.9
TRANSFERASE,1338,1.6,148857.22,281,2.08,40.83,7.9
TRANSFERASE,1338,1.47,148316.77,281,2.09,41.24,7.9
TRANSFERASE,1338,1.65,148252.69,281,2.09,41.28,7.9
TRANSFERASE,1338,1.5,149472.31,281,2.09,41.06,7.9
TRANSFERASE,616,1.75,68286.62,298,2.13,42.3,7.9
TRANSFERASE,730,2.1,78788.28,289,2.36,47.81,8.3
TRANSFERASE,680,3.25,76240.7,289,3.32,62.94,8.3
TRANSFERASE,818,2.45,92532.65,289,2.41,49.06,8.3
TRANSFERASE,590,2.87,66332.7,290,6.6,81,8.3
TRANSFERASE,590,2.87,66244.18,290,6.6,81,8.3
TRANSFERASE,335,2,34772.34,291,1.88,33.96,8.3
TRANSFERASE,1002,2.25,113811.92,291,2.12,41.93,8.3
TRANSFERASE,420,2,45382.1,291,2.14,42.6,8.3
TRANSFERASE,840,1.85,90281.91,291,2,38.6,8.3
TRANSFERASE,840,2.3,90733.41,291,2.05,40.01,8.3
TRANSFERASE,840,1.8,90502.91,291,2,38.61,8.3
TRANSFERASE,840,2.4,90709.38,291,2.04,39.73,8.3
TRANSFERASE,139,0.98,15714.32,291,1.73,28.76,8.3
TRANSFERASE,272,2.4,32060.91,291,2.57,52.2,8.3
TRANSFERASE,664,1.45,75818.29,292,1.99,38.32,8.3
TRANSFERASE,664,2.09,76209.63,292,1.97,37.54,8.3
TRANSFERASE,664,2.3,76319.27,292,2.12,42.1,8.3
TRANSFERASE,396,2,46034.98,277,2.36,47.95,8.3
TRANSFERASE,1605,2.9,183104.7,293,2.42,49.21,8.3
TRANSFERASE,909,2.8,101849.09,293,1.8,31,8.3
TRANSFERASE,1482,2.2,177556.09,293,2.66,53.81,8.3
TRANSFERASE,966,2.8,111456.89,293,2.39,48.52,8.3
TRANSFERASE,272,1.85,30683.21,293,3.21,61.7,8.3
TRANSFERASE,272,1.55,30680.23,293,3.18,61.32,8.3
TRANSFERASE,325,2.27,37671.04,293,2.96,58.51,8.3
TRANSFERASE,3960,2.2,442250.31,293,2.4,48.69,8.3
TRANSFERASE,265,2.41,31999.74,293,3.08,60,8.3
TRANSFERASE,902,2.49,103315.9,293,2.66,53.8,8.3
TRANSFERASE,1260,1.7,138654.8,279,2.38,48.29,8.3
TRANSFERASE,1296,2.15,142786.05,279,2.23,44.9,8.3
TRANSFERASE,816,2.09,95029.95,295,2.8,56.07,8.3
TRANSFERASE,690,1.8,78424.56,295,2.17,43.34,8.3
TRANSFERASE,690,1.5,78211.32,295,2.17,43.22,8.3
TRANSFERASE,232,1.85,25414.87,295,1.77,30.32,8.3
TRANSFERASE,972,2.8,115498.86,295,1.9,35.1,8.3
TRANSFERASE,932,2.51,106489.15,295,2.37,48.2,8.3
TRANSFERASE,984,2.3,104836.31,296,2.12,41.46,8.3
TRANSFERASE,299,2.55,35007.82,298,3.67,66.51,8.3
TRANSFERASE,299,2.41,34976.79,298,3.66,66.42,8.3
TRANSFERASE,650,2.26,75728.88,300,2.99,58.92,8.3
TRANSFERASE,1300,2.32,150394.03,300,2,38.48,8.3
TRANSFERASE,313,2.2,37536.28,291,3.13,60.65,8.8
TRANSFERASE,986,1.88,113289.48,292,2.41,48.92,8.8
TRANSFERASE,348,2.6,38228.6,277,2.28,45.97,8.8
TRANSFERASE,165,3,19420.52,293,3.71,66.89,8.8
TRANSFERASE,413,1.8,46986.46,293,2.02,39.23,8.8
TRANSFERASE,755,2,84828.69,294,2.76,55.42,8.8
TRANSFERASE,755,2.4,83923.12,294,2.86,56.97,8.8
TRANSFERASE,1824,1.99,202274.78,295,2.42,49.13,8.8
TRANSFERASE,325,2.03,37831.18,295,2.96,58.5,8.8
TRANSFERASE,568,1.84,62175.07,281,2.6,52.76,8.8
TRANSFERASE,1152,1.9,135827.09,298,2.46,50.02,8.8
TRANSFERASE,264,1.5,31142.29,298,3.14,60.77,8.8
TRANSFERASE,542,1.8,60900.49,298,1.93,36.22,8.8
TRANSFERASE,792,2,89763.57,298,1.91,35.72,8.8
TRANSFERASE,331,1.64,37797.44,298,1.9,35.26,8.8
TRANSFERASE,305,1.45,35451.47,298,2.16,43.03,8.8
TRANSFERASE,644,1.96,75778.41,293.15,2.48,50.33,8.8
TRANSFERASE,652,2.1,71502.96,293,2.05,39.95,9.3
TRANSFERASE,342,2.6,39812.57,294,2.7,52.7,9.3
TRANSFERASE,265,1.85,29091.14,295,1.95,36.46,9.3
TRANSFERASE,265,1.85,29085.25,295,2.03,39.48,9.3
TRANSFERASE,1104,3.1,131722.44,285,3.22,61.8,9.3
TRANSFERASE,1104,2.89,131218.88,277.15,2.36,47.87,9.3
TRANSFERASE,590,2.95,66077.17,290,6.6,81,9.8
TRANSFERASE,590,2.73,66478.6,290,6.6,81,9.8
TRANSFERASE,630,1.9,73346.25,277,3.16,61.06,10.3
TRANSFERASE,686,1.78,79495.98,298,2.8,56.1,10.3
TRANSFERASE,1152,2.05,129216.13,300,2.48,50.45,5.67
TRANSFERASE,359,2.32,41359.1,293,2.47,50.3,6.17
TRANSFERASE,960,1.92,112871.66,277,2.18,43.63,6.67
TRANSFERASE,188,2.5,22742.65,293,3.2,61.6,5.93
TRANSFERASE,466,1.7,52858.58,290,2.01,38.7,6.43
TRANSFERASE,457,2,52166.22,293,2.3,46.54,3.6
TRANSFERASE,846,2.7,93911.1,293,2.78,55.76,3.6
TRANSFERASE,4008,3.2,464023.41,273,3.04,59.52,4.2
TRANSFERASE,206,2.51,23566.46,273,2.32,46.87,4.2
TRANSFERASE,596,2.8,70433.84,289,2.98,58.79,4.2
TRANSFERASE,584,1.91,67858.92,289,2.32,46.9,4.2
TRANSFERASE,173,1.9,19373.59,289,6.3,80.2,4.2
TRANSFERASE,260,1.88,29305.38,289,2.11,41.77,4.2
TRANSFERASE,143,1.9,17206.92,289,2.26,45.64,4.2
TRANSFERASE,1156,2.45,132251.56,289,3.07,60,4.2
TRANSFERASE,552,2.5,61997.71,289,2.86,57.04,4.2
TRANSFERASE,542,2.05,59831.05,289,3.17,61.15,4.2
TRANSFERASE,816,2.57,94340.11,289,2.59,52.49,4.2
TRANSFERASE,435,1.83,48438.5,289,2.44,49.66,4.2
TRANSFERASE,1386,2.55,151105.89,289,2.36,47.87,4.2
TRANSFERASE,462,1.95,53230.5,290,2.44,49.57,4.2
TRANSFERASE,414,1.6,46660.32,290,2.36,47.83,4.2
TRANSFERASE,356,1.85,38991.73,290,2.07,40.65,4.2
TRANSFERASE,1192,2.9,130247.93,291,4.38,71.94,4.2
TRANSFERASE,570,2.6,66057.35,291,4.24,71,4.2
TRANSFERASE,424,2.4,48516.63,291,2.72,54.81,4.2
TRANSFERASE,506,2.35,55778.78,291,2.8,56.06,4.2
TRANSFERASE,716,1.97,77753,292,2.45,49.89,4.2
TRANSFERASE,716,1.75,78051.29,292,2.43,49.36,4.2
TRANSFERASE,716,1.84,78120.18,292,2.4,48.8,4.2
TRANSFERASE,418,2.05,47481.73,277,4.71,73.7,4.2
TRANSFERASE,423,2,46731.85,277,2.83,56.23,4.2
TRANSFERASE,418,2,50220.25,277,3.31,62.83,4.2
TRANSFERASE,3234,3.3,357325.44,277,4.51,72.7,4.2
TRANSFERASE,539,3.1,58867.77,277,4.45,72.35,4.2
TRANSFERASE,261,2.4,29945.81,277,3.82,67.81,4.2
TRANSFERASE,310,2,33997.12,277,2.19,43.73,4.2
TRANSFERASE,101,2,11309.72,277,3.02,59.26,4.2
TRANSFERASE,358,2.3,41459.01,277,2.69,54.4,4.2
TRANSFERASE,2244,3.1,254232.33,277,2.52,51.28,4.2
TRANSFERASE,2244,2.35,257780.12,277,2.5,52.47,4.2
TRANSFERASE,897,1.8,98399.78,293,2.33,47.25,4.2
TRANSFERASE,897,2.67,99309.96,293,2.32,46.96,4.2
TRANSFERASE,374,2.2,43559.75,293,2.4,53,4.2
TRANSFERASE,374,2,43559.75,293,2.4,53,4.2
TRANSFERASE,191,1.15,22660.85,293,1.8,31.71,4.2
TRANSFERASE,446,2.1,50969.94,293,2.05,39.95,4.2
TRANSFERASE,854,1.25,94767.49,293,2.44,49.63,4.2
TRANSFERASE,1026,2.21,110698.72,293,2.14,42.54,4.2
TRANSFERASE,570,2.3,68889.74,293,3.32,63,4.2
TRANSFERASE,412,2.6,49616.84,293,2.42,49.18,4.2
TRANSFERASE,646,1.9,71406.66,293,2.63,53.19,4.2
TRANSFERASE,578,2.28,65754.68,293,2.21,44.31,4.2
TRANSFERASE,626,2.3,69836.76,294,2.41,48.91,4.2
TRANSFERASE,138,1.9,16001.91,294,2.77,55.6,4.2
TRANSFERASE,690,2,74988.57,294,2.24,45.14,4.2
TRANSFERASE,3000,3,338393.66,310,3.6,65,4.2
TRANSFERASE,800,1.77,85143.48,295,2.42,49.25,4.2
TRANSFERASE,800,1.6,84690.99,295,2.42,49.25,4.2
TRANSFERASE,800,1.39,86344.15,295,2.45,49.71,4.2
TRANSFERASE,800,2.3,85710.25,295,2.34,47.41,4.2
TRANSFERASE,800,1.77,85874.35,295,2.42,49.11,4.2
TRANSFERASE,800,1.7,85243.55,295,2.46,49.92,4.2
TRANSFERASE,800,1.9,86870.72,295,2.45,49.81,4.2
TRANSFERASE,1015,3,115805.03,295,3.91,64.07,4.2
TRANSFERASE,209,1.72,22869.97,282,4.5,72.4,4.2
TRANSFERASE,1168,2,130484.63,298,2.72,54,4.2
TRANSFERASE,374,2.4,43578.75,298,2.33,49.07,4.2
TRANSFERASE,354,2.55,39677.83,298,2.66,53.72,4.2
TRANSFERASE,688,1.85,74613.61,298,2.42,49.07,4.2
TRANSFERASE,688,2.05,74731.74,298,2.4,48.68,4.2
TRANSFERASE,688,1.88,75276.42,298,2.41,48.87,4.2
TRANSFERASE,209,1.52,23062.1,298,4.47,72.5,4.2
TRANSFERASE,383,2.75,42711.17,298,2.66,53.72,4.2
TRANSFERASE,716,1.84,77620.76,298,2.32,46.98,4.2
TRANSFERASE,680,2.36,74279.95,298,2.44,49.66,4.2
TRANSFERASE,716,1.97,78598.65,298,2.32,47.02,4.2
